driver_id,pickup_datetime,passenger_count,fare_amount
42033,2009-06-28 00:26:00 UTC,1,4.5
187559,2014-10-29 22:31:26 UTC,1,12.5
651000,2011-06-16 09:27:00 UTC,1,5.7
523334,2011-09-16 22:46:00 UTC,1,5.7
869762,2012-08-19 15:41:15 UTC,1,19.7
384162,2011-06-03 20:26:00 UTC,5,6.9
70453,2011-08-09 20:43:57 UTC,1,15.7
964186,2013-04-09 08:53:00 UTC,2,7.5
132102,2014-05-19 13:08:00 UTC,1,12.5
188073,2009-02-13 20:22:00 UTC,1,10.1
882089,2009-02-20 19:53:36 UTC,1,5.9
137351,2010-09-20 10:50:17 UTC,1,10.5
485300,2013-02-25 18:26:00 UTC,6,8.0
319045,2010-11-11 18:01:00 UTC,5,6.1
380454,2014-02-16 16:56:42 UTC,1,5.0
300433,2010-12-28 16:14:00 UTC,1,8.1
490826,2010-02-11 18:14:09 UTC,1,10.5
716071,2009-05-11 15:57:58 UTC,1,7.3
619142,2010-01-13 21:46:00 UTC,1,21.7
144193,2010-07-29 05:54:00 UTC,1,6.1
479190,2013-07-31 20:49:00 UTC,1,9.0
730354,2011-09-19 00:33:39 UTC,1,6.1
777747,2009-07-02 22:18:51 UTC,2,4.9
838395,2010-12-02 18:54:00 UTC,2,4.9
662587,2012-02-05 19:48:00 UTC,5,25.3
43340,2012-02-22 14:53:00 UTC,2,4.9
273090,2013-05-17 17:22:05 UTC,3,7.0
725160,2011-05-04 06:44:00 UTC,1,6.5
135228,2009-05-31 03:19:42 UTC,3,33.3
394016,2009-11-06 06:53:49 UTC,1,6.9
802060,2011-09-15 14:00:37 UTC,1,8.1
35392,2011-11-10 21:52:23 UTC,3,10.9
537559,2013-12-19 16:15:00 UTC,1,12.0
884104,2015-02-07 21:34:27 UTC,2,12.5
264858,2015-06-05 07:34:03 UTC,1,5.0
194739,2012-11-29 18:59:01 UTC,1,8.5
136521,2014-05-10 19:33:59 UTC,2,12.0
14815,2015-06-15 12:11:35 UTC,6,6.0
836528,2009-08-16 14:27:00 UTC,1,5.3
738086,2013-09-02 00:22:52 UTC,2,6.0
603832,2013-10-21 19:50:00 UTC,1,7.5
948542,2014-11-21 10:21:00 UTC,5,16.5
258489,2010-03-13 16:46:43 UTC,1,6.1
418452,2011-03-24 14:59:00 UTC,5,12.1
269752,2011-09-10 06:42:00 UTC,5,8.9
641817,2012-01-25 08:27:00 UTC,1,7.7
849749,2013-04-06 21:36:00 UTC,5,12.0
549634,2013-11-22 19:04:00 UTC,1,6.0
132341,2015-04-08 02:02:59 UTC,1,22.0
774047,2009-04-08 21:21:57 UTC,2,16.2
772041,2009-04-21 19:22:00 UTC,2,6.1
66510,2009-07-28 12:57:39 UTC,1,4.1
829629,2009-07-28 12:47:36 UTC,1,6.1
164494,2010-01-03 22:35:00 UTC,1,4.9
510239,2014-04-08 21:23:35 UTC,1,14.0
504304,2011-08-06 16:21:03 UTC,3,49.8
699093,2014-12-21 20:28:18 UTC,1,32.83
320769,2015-03-20 22:17:48 UTC,1,24.5
427808,2010-04-18 19:06:30 UTC,1,11.3
505314,2010-05-23 20:06:37 UTC,1,11.3
164574,2009-06-02 07:15:29 UTC,1,4.1
256633,2013-05-23 09:48:00 UTC,1,8.0
436946,2013-10-04 17:34:45 UTC,4,22.5
118512,2009-08-07 08:32:49 UTC,1,6.5
283780,2010-03-13 21:59:00 UTC,1,5.3
789392,2013-05-02 15:16:01 UTC,1,15.5
974457,2014-07-28 16:59:05 UTC,1,10.0
85296,2009-08-15 17:51:42 UTC,1,9.3
793231,2010-10-13 23:21:00 UTC,1,4.5
644350,2011-06-05 12:11:00 UTC,1,16.9
262940,2009-02-03 15:13:00 UTC,1,4.9
876493,2010-03-23 22:36:19 UTC,1,4.1
307266,2013-09-24 11:08:30 UTC,1,9.5
376021,2014-11-03 20:18:28 UTC,1,8.5
371793,2013-06-01 09:14:00 UTC,1,9.0
325252,2014-06-25 22:29:00 UTC,3,5.0
105800,2010-08-19 07:16:30 UTC,1,6.1
300002,2015-04-03 17:37:48 UTC,1,11.0
651702,2009-05-20 19:21:00 UTC,5,3.7
837768,2013-10-19 21:48:00 UTC,2,9.5
912986,2014-04-13 23:51:16 UTC,1,34.83
445598,2014-10-20 21:30:00 UTC,2,5.0
450923,2009-05-21 18:31:08 UTC,1,28.25
966077,2010-12-06 00:05:03 UTC,1,4.1
383474,2010-05-06 20:38:38 UTC,1,3.7
263612,2012-04-26 01:46:58 UTC,1,25.0
895833,2012-07-03 17:15:00 UTC,5,8.1
326291,2012-07-16 22:29:00 UTC,2,4.5
282739,2012-09-05 10:32:00 UTC,1,45.5
463763,2013-12-24 10:22:00 UTC,1,17.0
73631,2012-12-18 14:46:37 UTC,2,37.5
37356,2013-04-13 13:52:00 UTC,2,4.5
961616,2014-07-14 07:10:00 UTC,1,5.5
838960,2009-03-31 19:19:12 UTC,1,7.1
986647,2010-01-29 18:51:00 UTC,6,7.3
133101,2010-02-06 07:28:57 UTC,1,15.7
179462,2011-01-05 12:56:20 UTC,1,8.1
359105,2012-08-17 14:06:00 UTC,4,9.7
308862,2014-04-24 12:59:49 UTC,1,21.5
186581,2015-02-26 16:59:49 UTC,5,24.0
414124,2010-06-25 17:43:00 UTC,1,2.5
563484,2012-08-09 09:43:00 UTC,1,5.3
806629,2013-01-20 09:39:53 UTC,1,11.0
263595,2014-05-12 22:53:42 UTC,1,6.0
322818,2015-02-07 08:51:28 UTC,1,7.0
851373,2009-12-20 08:37:12 UTC,1,54.61
788028,2011-02-11 17:29:50 UTC,2,3.3
107203,2011-05-16 18:56:00 UTC,1,3.7
583665,2014-02-17 11:02:00 UTC,1,7.0
679063,2009-04-26 01:31:07 UTC,1,6.5
732333,2010-04-27 20:23:13 UTC,1,7.7
831094,2014-09-01 21:08:00 UTC,2,12.0
18606,2015-06-22 23:05:19 UTC,2,7.0
528027,2010-08-06 22:22:33 UTC,1,6.9
360199,2011-11-28 22:54:00 UTC,1,7.3
833223,2012-09-23 14:09:56 UTC,1,38.8
48995,2012-12-21 09:25:00 UTC,1,8.5
642095,2015-06-25 21:35:23 UTC,1,29.0
234449,2009-05-22 14:21:00 UTC,1,7.3
619150,2010-03-14 21:16:00 UTC,1,8.5
39432,2012-01-21 20:34:24 UTC,1,4.5
467097,2012-05-16 19:48:15 UTC,1,5.7
631904,2015-02-28 01:13:21 UTC,1,9.0
621375,2011-03-29 07:31:00 UTC,1,25.7
446744,2011-12-03 03:21:00 UTC,1,12.5
593299,2012-11-16 22:09:17 UTC,1,13.5
877797,2013-02-22 11:49:39 UTC,1,18.5
218939,2010-03-28 14:34:00 UTC,4,16.5
375111,2012-07-24 12:04:00 UTC,2,11.3
213353,2013-01-08 01:39:15 UTC,1,24.0
745992,2014-06-10 09:33:00 UTC,1,4.0
282107,2015-01-24 20:44:56 UTC,2,6.5
150917,2012-06-25 18:00:00 UTC,1,6.5
351026,2012-11-27 08:55:06 UTC,1,8.0
975774,2013-03-15 23:52:00 UTC,1,5.0
152376,2013-10-26 11:03:29 UTC,1,6.5
290166,2015-06-12 16:36:52 UTC,1,57.54
751561,2011-05-24 13:46:23 UTC,1,8.1
366848,2014-02-25 13:38:00 UTC,2,14.0
683657,2014-07-07 06:48:15 UTC,1,7.0
288334,2014-08-01 15:11:00 UTC,1,6.0
824148,2009-05-10 16:05:34 UTC,1,4.9
510871,2009-09-13 01:37:22 UTC,1,8.9
765604,2010-01-13 18:10:00 UTC,1,8.5
467619,2010-06-19 19:52:34 UTC,1,4.9
298478,2011-02-11 18:56:00 UTC,1,12.1
10392,2011-10-22 18:10:00 UTC,1,5.3
563237,2009-10-30 20:33:00 UTC,1,4.1
65089,2014-02-06 14:00:49 UTC,1,6.0
673773,2011-03-24 23:55:02 UTC,1,2.5
34426,2015-02-02 18:23:11 UTC,1,8.5
905285,2012-04-14 20:03:00 UTC,1,6.9
677832,2013-04-06 16:39:47 UTC,3,6.0
156782,2009-06-16 18:41:00 UTC,1,8.1
824472,2014-01-24 08:04:06 UTC,1,11.5
996191,2009-09-03 09:20:10 UTC,1,5.3
103266,2011-10-07 01:45:52 UTC,1,2.5
533808,2012-09-25 22:30:00 UTC,1,18.5
452238,2009-11-13 15:52:00 UTC,1,7.3
850086,2010-05-25 09:26:45 UTC,1,13.3
202904,2011-05-20 00:11:11 UTC,1,8.1
115339,2011-09-16 14:54:51 UTC,1,4.1
354901,2012-04-15 21:13:28 UTC,2,7.7
962407,2013-04-07 11:47:12 UTC,2,4.5
153392,2014-02-19 21:03:10 UTC,1,13.0
827618,2010-09-11 19:40:00 UTC,3,7.7
63863,2011-05-30 16:22:00 UTC,5,8.5
840420,2014-01-31 21:12:00 UTC,5,4.5
874491,2014-04-21 17:25:00 UTC,5,12.5
581772,2010-07-10 11:18:15 UTC,1,12.1
824118,2011-05-10 07:05:00 UTC,1,8.1
206418,2009-03-03 11:13:00 UTC,1,16.5
866297,2010-12-21 17:20:41 UTC,1,12.1
965483,2015-03-30 12:27:22 UTC,1,7.5
349140,2015-06-08 11:23:55 UTC,1,5.5
106451,2011-01-07 14:44:00 UTC,5,3.3
199270,2012-07-05 12:51:21 UTC,1,5.3
292931,2012-11-27 13:40:00 UTC,1,15.5
365742,2012-12-11 05:59:56 UTC,1,11.5
938482,2013-02-20 02:01:03 UTC,1,12.0
676737,2013-08-28 08:55:00 UTC,2,12.0
473887,2013-10-18 18:56:52 UTC,1,8.0
712175,2009-01-07 23:51:37 UTC,3,5.0
264679,2009-03-14 10:52:27 UTC,1,7.7
679205,2012-12-10 22:28:00 UTC,1,20.0
924185,2013-10-10 19:07:57 UTC,2,4.0
443539,2013-11-04 12:40:00 UTC,1,6.0
567820,2014-01-30 13:08:00 UTC,3,14.0
776292,2014-08-29 22:24:53 UTC,2,7.0
329831,2013-05-18 13:58:00 UTC,1,15.0
739841,2014-05-25 08:49:58 UTC,1,16.0
877630,2012-03-10 22:48:32 UTC,3,10.5
164050,2012-08-29 01:06:43 UTC,1,11.3
156981,2013-06-19 14:24:40 UTC,1,16.5
587387,2014-11-21 22:16:00 UTC,1,4.0
188371,2009-07-23 09:00:04 UTC,1,6.9
147971,2010-05-31 01:01:34 UTC,1,26.9
859967,2010-06-15 07:18:00 UTC,1,4.5
877469,2010-08-08 13:36:57 UTC,1,14.1
877222,2012-01-05 19:24:00 UTC,1,10.9
105203,2014-03-27 18:01:00 UTC,1,21.5
327037,2010-10-12 16:14:00 UTC,1,18.5
582705,2013-07-02 12:53:03 UTC,4,8.0
500056,2015-05-24 23:26:30 UTC,2,7.5
455724,2010-07-03 09:00:21 UTC,1,8.9
458393,2014-03-07 11:53:47 UTC,1,12.5
173917,2015-02-06 02:31:18 UTC,2,4.0
155262,2009-06-25 14:48:04 UTC,1,49.15
211316,2011-09-16 07:26:00 UTC,5,6.1
66280,2013-02-02 07:35:56 UTC,1,6.0
324911,2013-06-27 19:11:00 UTC,1,23.0
699217,2014-04-09 17:27:11 UTC,1,7.5
865728,2014-12-12 06:23:20 UTC,1,7.5
112097,2015-04-29 15:40:27 UTC,1,7.0
557977,2012-01-13 13:47:57 UTC,0,8.1
677531,2013-03-29 09:43:01 UTC,1,5.0
502332,2013-04-26 23:03:09 UTC,1,7.5
713210,2014-10-11 23:53:41 UTC,1,30.0
915721,2009-09-26 17:10:52 UTC,1,7.7
130583,2010-01-13 22:39:36 UTC,2,3.7
964641,2010-02-13 20:42:00 UTC,2,14.5
628053,2012-10-10 03:55:00 UTC,1,11.5
711877,2010-06-11 10:36:30 UTC,1,10.1
119306,2013-05-06 20:42:44 UTC,1,6.5
480276,2014-09-25 19:45:15 UTC,1,7.0
244563,2015-03-26 09:27:18 UTC,1,6.5
36163,2010-04-07 18:11:00 UTC,5,2.9
632613,2012-07-07 11:03:38 UTC,1,6.9
906482,2011-06-12 01:51:00 UTC,1,4.5
580123,2013-07-14 21:13:00 UTC,2,7.0
484620,2014-12-12 13:55:23 UTC,1,6.0
130380,2009-01-22 12:11:00 UTC,1,13.7
458493,2012-11-12 09:09:25 UTC,1,9.0
777712,2013-01-23 17:11:46 UTC,1,2.5
14931,2010-01-31 11:05:00 UTC,1,14.5
689643,2012-06-12 18:44:00 UTC,1,6.9
111510,2015-06-24 07:43:40 UTC,1,9.5
973918,2009-01-01 02:51:52 UTC,2,10.2
580336,2010-07-16 23:53:04 UTC,1,4.5
884950,2012-12-28 06:17:00 UTC,1,5.5
366446,2009-02-13 15:10:00 UTC,1,7.3
759966,2009-09-19 19:41:35 UTC,1,4.5
299354,2009-10-11 22:31:23 UTC,4,8.1
818631,2012-06-12 03:51:00 UTC,1,4.9
354326,2014-02-24 08:21:50 UTC,1,7.0
689017,2009-02-15 20:26:00 UTC,1,13.3
815225,2010-12-13 14:44:00 UTC,5,6.1
658750,2012-06-28 09:47:00 UTC,2,5.7
211307,2012-07-21 20:17:00 UTC,1,9.7
672032,2012-09-13 09:10:00 UTC,2,7.0
806228,2012-12-17 22:51:15 UTC,1,6.5
361198,2013-12-07 14:43:00 UTC,2,7.0
996565,2015-03-28 11:08:12 UTC,3,8.5
120046,2013-06-21 19:55:05 UTC,1,14.5
625004,2013-10-03 08:41:00 UTC,1,4.0
720677,2013-11-15 12:36:00 UTC,1,17.5
779960,2014-02-04 22:23:38 UTC,1,6.0
781224,2014-11-08 19:49:00 UTC,1,17.0
79118,2015-03-03 10:56:30 UTC,1,11.5
214919,2015-05-07 10:49:15 UTC,2,8.0
937327,2013-08-16 11:21:23 UTC,1,28.5
375514,2010-01-19 21:49:00 UTC,1,8.5
71452,2010-09-21 10:52:00 UTC,1,6.1
869256,2011-02-18 12:22:00 UTC,5,7.3
740424,2013-01-02 09:33:21 UTC,1,2.5
130975,2010-09-11 23:43:06 UTC,1,10.5
874420,2012-03-28 18:48:00 UTC,2,6.9
345156,2009-03-02 18:22:00 UTC,5,5.3
912625,2009-09-04 09:14:03 UTC,1,4.5
993013,2009-09-18 20:49:00 UTC,5,10.1
724959,2010-07-02 09:01:00 UTC,1,4.5
940983,2014-02-04 11:28:47 UTC,1,42.83
439208,2009-06-11 22:39:00 UTC,1,4.9
908295,2013-06-13 18:49:00 UTC,1,6.0
556236,2013-09-06 11:35:36 UTC,1,8.5
763347,2014-07-09 14:36:36 UTC,1,15.5
947035,2009-04-04 18:28:42 UTC,1,4.9
369407,2010-05-29 12:34:00 UTC,1,10.5
65058,2014-09-11 11:45:19 UTC,1,10.5
693942,2009-06-01 05:32:25 UTC,1,12.1
764827,2012-08-31 21:18:19 UTC,4,13.3
644745,2015-01-31 01:26:00 UTC,1,7.5
941871,2015-04-03 21:10:08 UTC,2,9.5
563214,2010-07-20 15:13:45 UTC,1,8.1
137168,2012-02-11 20:59:34 UTC,1,13.3
298514,2012-05-04 17:57:00 UTC,1,3.7
687980,2012-05-21 20:56:17 UTC,1,13.7
990980,2013-12-19 01:07:49 UTC,1,52.0
722874,2014-08-19 19:48:00 UTC,1,28.5
846067,2010-08-12 17:03:11 UTC,1,4.9
86557,2011-12-28 13:07:35 UTC,1,4.5
798078,2013-07-03 21:38:03 UTC,1,7.0
465003,2015-02-08 02:02:21 UTC,5,9.0
254818,2010-11-21 17:59:25 UTC,3,7.3
97435,2011-01-25 20:44:00 UTC,5,9.7
13447,2012-04-09 01:48:00 UTC,5,11.7
932193,2012-11-10 22:11:00 UTC,1,5.5
267635,2013-11-20 17:43:56 UTC,1,19.5
375845,2014-08-18 11:00:00 UTC,1,4.5
19364,2009-04-04 16:25:08 UTC,1,10.1
361484,2011-07-07 22:54:00 UTC,2,5.7
231005,2011-12-26 23:23:00 UTC,1,10.1
564012,2013-11-12 10:11:02 UTC,1,7.5
821980,2014-12-24 09:27:00 UTC,1,9.0
354782,2015-02-10 22:56:17 UTC,1,7.0
964461,2015-04-01 20:32:35 UTC,1,10.0
343552,2010-02-23 21:46:00 UTC,1,6.9
490288,2012-10-05 00:50:07 UTC,1,9.5
475024,2013-11-12 15:24:00 UTC,1,7.5
203327,2009-05-22 16:16:17 UTC,1,31.05
648731,2014-01-17 21:54:00 UTC,5,10.5
18537,2015-05-05 16:31:03 UTC,1,14.0
885856,2011-10-15 16:57:23 UTC,1,21.7
515167,2011-10-19 09:09:00 UTC,1,7.7
789325,2009-01-07 09:11:00 UTC,5,15.7
613158,2011-03-02 08:54:45 UTC,1,8.1
955010,2011-12-05 07:52:00 UTC,2,8.9
590949,2015-04-06 20:28:21 UTC,3,4.0
853536,2011-01-20 15:28:00 UTC,1,8.5
33063,2011-04-24 21:36:37 UTC,1,11.7
937024,2012-03-12 21:05:00 UTC,1,12.5
380204,2013-04-28 04:08:00 UTC,1,5.5
891039,2009-04-25 07:50:42 UTC,1,4.5
845421,2009-10-13 11:43:12 UTC,1,6.9
299907,2011-07-05 13:49:35 UTC,1,5.3
112213,2013-07-22 19:54:25 UTC,1,6.5
359691,2014-07-19 19:34:58 UTC,1,57.33
778539,2009-05-16 20:20:33 UTC,2,4.5
786220,2010-09-30 21:20:00 UTC,1,10.9
970323,2014-06-28 01:21:55 UTC,3,7.0
323511,2012-11-04 19:41:00 UTC,1,23.5
340858,2011-04-28 08:11:00 UTC,1,3.7
907838,2011-08-20 10:30:18 UTC,1,6.1
426658,2014-01-31 17:38:00 UTC,1,6.0
785960,2012-01-20 18:57:34 UTC,2,12.1
807998,2012-08-09 02:02:11 UTC,1,12.5
563804,2013-03-12 23:12:40 UTC,1,8.5
20963,2010-09-17 15:05:49 UTC,1,8.1
208020,2011-12-20 21:50:08 UTC,1,10.1
866441,2012-05-09 08:02:48 UTC,1,6.5
246981,2012-07-24 09:44:20 UTC,1,14.9
843806,2012-01-20 21:11:00 UTC,1,6.5
673675,2012-03-22 15:44:00 UTC,4,11.3
171790,2014-01-20 04:37:00 UTC,2,13.0
692604,2011-03-16 10:25:00 UTC,5,7.7
665989,2014-06-22 09:43:37 UTC,1,5.0
160046,2009-12-30 13:09:55 UTC,1,45.0
700458,2014-06-08 20:21:43 UTC,2,7.0
832679,2009-02-03 15:49:00 UTC,1,2.5
126480,2009-08-17 20:28:00 UTC,5,15.7
429836,2012-02-02 00:09:28 UTC,1,4.5
708369,2015-01-11 17:52:00 UTC,1,10.5
552674,2010-05-28 11:22:00 UTC,1,3.3
323565,2010-07-14 20:52:21 UTC,1,8.9
29496,2009-06-15 13:30:21 UTC,2,5.3
56834,2012-06-14 21:17:44 UTC,1,5.7
455520,2014-06-29 02:02:00 UTC,6,30.5
736414,2010-05-23 12:34:00 UTC,1,10.5
57730,2011-01-13 18:50:47 UTC,1,9.3
858933,2013-09-19 21:22:11 UTC,1,7.5
463577,2014-07-07 02:50:07 UTC,2,16.0
518435,2009-11-24 16:43:00 UTC,1,15.3
210757,2009-12-29 01:05:00 UTC,2,7.7
406807,2010-10-23 12:00:00 UTC,1,18.1
517247,2015-02-12 19:43:54 UTC,1,7.5
365039,2009-08-16 13:14:00 UTC,5,19.7
641870,2011-06-03 07:23:22 UTC,1,10.5
257593,2012-04-07 14:25:36 UTC,1,12.5
569798,2014-11-30 08:34:11 UTC,1,9.0
520635,2015-02-05 11:50:39 UTC,1,15.0
885281,2009-10-10 21:33:00 UTC,1,4.1
997739,2010-12-24 09:23:55 UTC,2,5.7
453290,2011-03-07 19:57:00 UTC,5,6.1
521719,2011-12-22 15:40:00 UTC,2,11.3
928001,2009-11-29 13:55:00 UTC,1,4.1
565715,2010-03-16 20:20:37 UTC,1,6.5
894364,2011-12-17 22:56:43 UTC,2,15.7
394207,2012-12-31 22:30:00 UTC,1,9.5
950592,2013-10-07 13:25:00 UTC,1,19.0
857661,2014-06-17 17:43:00 UTC,2,6.5
650802,2009-07-02 22:46:56 UTC,1,6.1
697220,2010-08-26 10:41:00 UTC,1,8.9
930364,2011-08-04 14:41:04 UTC,1,9.7
325457,2014-02-22 16:12:24 UTC,1,4.5
551249,2010-06-11 10:43:59 UTC,1,6.1
269800,2014-06-06 09:04:00 UTC,5,8.5
499986,2015-06-20 16:43:01 UTC,1,11.5
105612,2011-05-18 15:17:00 UTC,1,4.9
283768,2015-03-13 13:00:30 UTC,1,6.0
606538,2009-03-23 22:15:00 UTC,1,3.7
840792,2010-05-26 18:30:00 UTC,3,18.9
925253,2014-06-30 20:35:00 UTC,1,8.0
415949,2011-11-02 01:07:10 UTC,1,7.3
712463,2009-04-19 10:07:05 UTC,1,13.7
20125,2009-12-07 16:52:38 UTC,1,10.9
370585,2009-10-09 14:04:47 UTC,2,4.5
15714,2010-09-09 03:27:00 UTC,2,7.7
942301,2012-09-28 06:16:00 UTC,1,6.5
216787,2014-06-28 19:39:00 UTC,1,6.0
551021,2011-04-27 07:14:00 UTC,1,12.5
122734,2014-01-27 19:40:00 UTC,1,5.0
708800,2009-09-29 22:19:09 UTC,1,9.7
436019,2013-04-18 09:52:00 UTC,2,10.0
356943,2014-11-05 18:44:00 UTC,1,17.5
102743,2012-12-01 23:50:00 UTC,1,7.5
745141,2014-07-16 14:07:50 UTC,1,11.5
148206,2009-07-01 15:55:00 UTC,4,9.7
893545,2009-07-01 15:55:00 UTC,1,11.7
638942,2015-05-26 11:48:16 UTC,1,7.5
898095,2009-10-08 07:58:28 UTC,1,4.9
795079,2009-11-17 19:43:00 UTC,4,9.3
487319,2010-03-14 02:27:56 UTC,2,4.9
840803,2011-08-25 14:09:44 UTC,1,3.7
491877,2009-02-21 05:55:00 UTC,1,10.1
997309,2010-05-03 10:00:00 UTC,1,6.9
37124,2013-05-17 07:15:00 UTC,1,11.5
172773,2014-11-01 03:47:24 UTC,1,6.0
377125,2009-12-11 15:39:08 UTC,2,11.3
366686,2013-08-29 11:25:07 UTC,2,31.33
112778,2009-04-01 16:48:02 UTC,3,4.5
841190,2010-07-08 12:48:56 UTC,1,10.5
205173,2012-01-10 11:28:00 UTC,1,9.3
4386,2012-12-05 13:55:00 UTC,1,6.5
610580,2012-12-10 13:21:00 UTC,1,12.5
935251,2013-10-31 08:19:00 UTC,1,6.5
480341,2014-05-08 16:53:00 UTC,5,12.5
892617,2014-12-20 19:09:00 UTC,1,8.5
239151,2015-03-01 01:45:54 UTC,1,4.0
692509,2009-01-06 06:08:00 UTC,1,11.3
698501,2009-09-29 08:46:00 UTC,1,36.5
263734,2014-10-13 13:52:00 UTC,1,11.5
499998,2013-10-19 11:38:25 UTC,2,14.5
326468,2011-08-25 07:53:00 UTC,1,9.7
556119,2012-05-17 19:04:06 UTC,1,5.7
629721,2013-02-01 13:17:00 UTC,6,6.5
30373,2009-02-25 21:21:00 UTC,2,17.7
631055,2012-07-12 23:09:00 UTC,1,8.5
179431,2015-01-23 20:04:30 UTC,1,8.5
563121,2011-11-03 00:48:00 UTC,1,23.3
176125,2012-04-06 06:01:00 UTC,1,6.9
506990,2012-10-27 05:12:00 UTC,5,20.5
607354,2012-11-18 23:07:00 UTC,5,16.5
162983,2013-01-31 19:50:14 UTC,1,5.5
561468,2009-05-21 22:21:32 UTC,2,16.1
115470,2012-08-06 19:18:26 UTC,1,12.9
990884,2013-09-20 08:47:00 UTC,1,12.0
832138,2015-01-12 08:50:32 UTC,5,38.33
620856,2010-01-09 08:30:14 UTC,1,10.1
925449,2011-08-26 13:23:00 UTC,1,4.1
667101,2009-02-01 15:59:41 UTC,2,7.3
919119,2010-01-08 19:08:15 UTC,1,10.1
265938,2014-03-24 12:12:53 UTC,1,6.5
368761,2009-07-28 08:23:00 UTC,1,5.7
80552,2013-02-17 04:55:00 UTC,1,9.5
473878,2013-10-08 23:44:19 UTC,1,21.0
232946,2009-04-05 16:51:34 UTC,1,6.1
208273,2012-03-25 19:43:00 UTC,2,6.5
292975,2009-04-25 18:32:22 UTC,1,5.7
118447,2012-08-17 10:59:26 UTC,1,6.5
887923,2013-03-25 01:18:00 UTC,2,10.5
157732,2012-07-13 19:36:00 UTC,1,3.7
95784,2013-03-13 08:58:39 UTC,1,15.0
183524,2013-11-29 15:50:00 UTC,1,13.0
818707,2009-06-16 18:00:00 UTC,5,7.3
225111,2011-08-10 03:32:05 UTC,2,8.9
265154,2013-06-04 19:19:50 UTC,2,10.5
115516,2013-11-22 19:39:00 UTC,2,8.0
527392,2015-02-11 18:46:34 UTC,1,8.5
566589,2010-07-08 18:00:13 UTC,1,10.9
233330,2011-09-13 18:45:31 UTC,0,2.5
295133,2015-01-24 07:14:48 UTC,1,7.0
86671,2009-12-20 18:54:00 UTC,1,8.9
891627,2011-03-01 06:57:05 UTC,1,4.5
183723,2013-09-25 20:39:16 UTC,1,9.5
367137,2013-11-04 20:58:44 UTC,1,8.0
538450,2014-10-10 14:15:52 UTC,1,10.0
251227,2014-12-06 13:58:18 UTC,1,9.5
521778,2010-07-12 18:35:00 UTC,1,23.7
848309,2011-06-16 15:12:37 UTC,1,5.3
560018,2012-10-01 00:10:01 UTC,3,11.0
120684,2013-10-13 01:51:00 UTC,1,10.5
75657,2009-02-21 02:20:00 UTC,5,6.1
822297,2010-06-13 23:15:10 UTC,1,34.27
739917,2012-03-09 22:00:00 UTC,5,6.1
343282,2013-03-05 21:46:03 UTC,1,6.5
959759,2014-02-16 02:17:24 UTC,1,12.0
151284,2015-02-13 09:32:12 UTC,6,5.5
888977,2015-02-17 17:38:27 UTC,2,57.33
211413,2009-04-19 00:40:12 UTC,1,4.1
43338,2009-08-30 15:11:52 UTC,2,4.1
346520,2011-01-25 15:59:52 UTC,2,6.1
761166,2014-02-01 03:15:14 UTC,1,23.5
866104,2011-03-24 09:34:00 UTC,1,10.5
918738,2013-05-29 21:53:00 UTC,1,6.0
816870,2010-04-13 13:33:00 UTC,1,3.7
199012,2010-08-07 01:54:26 UTC,1,16.1
583179,2014-09-12 04:53:26 UTC,1,33.83
582729,2015-02-01 03:33:30 UTC,6,12.0
548465,2013-01-14 14:30:00 UTC,1,5.0
368946,2011-01-28 00:49:00 UTC,5,9.3
886171,2011-06-02 08:03:30 UTC,1,10.9
928309,2013-04-29 08:56:00 UTC,1,9.0
249156,2013-06-07 09:01:03 UTC,1,13.0
827722,2014-07-31 03:16:00 UTC,1,4.0
497334,2015-04-07 20:37:45 UTC,2,19.0
720153,2010-01-21 07:24:00 UTC,1,8.1
295829,2011-06-27 20:15:00 UTC,2,4.9
378222,2011-12-30 08:18:40 UTC,1,4.5
240855,2012-10-07 16:36:00 UTC,1,17.0
910212,2010-04-09 23:45:00 UTC,2,5.3
169746,2011-06-10 20:02:07 UTC,1,10.1
213840,2011-10-11 21:14:54 UTC,1,28.5
106918,2013-08-19 10:41:11 UTC,3,6.0
891496,2009-07-23 15:45:00 UTC,1,4.1
36107,2010-11-02 00:35:00 UTC,2,14.9
300017,2014-09-17 18:09:43 UTC,1,12.0
539959,2015-03-25 15:29:06 UTC,2,5.5
210903,2011-12-19 09:48:00 UTC,2,4.1
763867,2013-01-30 20:30:45 UTC,1,8.0
458662,2012-04-10 18:53:32 UTC,1,8.5
197447,2010-05-16 22:29:00 UTC,1,7.7
556289,2012-12-11 07:40:00 UTC,1,6.5
428397,2009-03-23 18:51:00 UTC,1,6.1
46499,2011-09-14 20:26:17 UTC,2,8.5
401731,2011-10-22 20:50:34 UTC,0,7.7
701324,2012-12-22 23:20:00 UTC,1,24.0
262213,2013-04-18 12:55:06 UTC,2,14.5
207383,2014-12-04 21:58:16 UTC,1,4.5
502727,2009-02-02 21:31:00 UTC,1,7.3
792810,2012-05-11 18:54:00 UTC,1,3.7
203991,2014-03-15 11:53:00 UTC,1,7.5
12282,2009-07-24 20:48:13 UTC,1,11.7
552724,2010-01-15 15:30:31 UTC,1,8.9
256345,2010-05-08 14:22:49 UTC,1,7.3
644761,2011-01-16 00:21:00 UTC,2,12.9
515546,2011-08-19 11:15:00 UTC,1,7.3
106381,2009-02-12 09:10:00 UTC,1,11.7
